dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12
0.753887421,-0.600076733,-1.480789485,0.798237123,-1.202648921,-0.011571233,-1.077724993,-1.057816372,-1.065712613,-0.796369134,-1.000701736,-1.080911361
-0.822040325,-0.635390197,1.511766584,0.931323854,-0.064050427,-0.067047997,-1.003422532,-0.872739188,-0.966330351,-0.860518096,-0.955168566,-0.974251815
1.452718878,-0.642028068,0.699008986,0.895640941,0.956453733,-0.066831573,-0.860996452,-0.973393838,-0.892673318,-1.125398861,-0.947946063,-1.054958592
0.561360013,-0.93143917,-0.475692151,0.819107018,1.267456273,-0.192393739,-1.005221435,-1.181227051,-0.85224796,-0.970668096,-1.033831043,-0.972985826
0.512603524,-0.754644261,0.754777658,0.829476129,-0.980459695,-0.077688859,-0.994506239,-0.916853263,-1.045773605,-1.170453052,-1.098755062,-0.976467295
-0.15784159,-0.840860702,-0.936941249,0.788822626,-1.087950491,-0.14265222,-1.04174696,-0.968656234,-1.187066878,-0.957885646,-0.891343624,-0.919339555
-0.360259103,-0.574283869,0.024152736,0.848733054,0.631070573,0.187647335,-1.013824876,-0.893864239,-1.195980785,-1.027163367,-0.965923815,-1.161143391
1.652047901,-0.675710513,-1.380195097,0.923357742,-1.625369811,-0.068851531,-0.953600779,-1.092532906,-1.023645221,-1.225606955,-0.952420874,-1.146109777
-0.28793987,-0.583159647,-0.631319237,0.73105186,0.179311229,0.112872739,-1.122306467,-0.898135846,-0.959371248,-1.043812112,-1.061150944,-1.075847404
1.049029023,-0.607511147,1.225356087,0.947684008,-0.919160142,0.055376016,-0.961109238,-1.032342049,-0.957963788,-0.911253375,-0.987512817,-1.008591757
0.999821405,-0.717737707,-0.218962752,0.745272356,1.29420769,-0.158379052,-1.036663105,-1.237379297,-0.966095775,-1.033002262,-1.036971262,-1.060892913
-0.291201869,-0.840329672,0.506686528,0.880004977,-0.395705613,-0.111811757,-0.925991551,-0.923687838,-0.907764409,-0.960331671,-1.05220132,-0.904780685
0.534639378,-0.883456859,0.181991213,0.955715957,-1.220113574,-0.124725071,-1.085546305,-0.942094591,-0.907998985,-1.086972607,-0.957602235,-1.044830682
-1.698331522,-0.526832584,-1.668752724,0.807454112,-0.207371487,-0.152283101,-1.107289549,-0.948385506,-0.86303848,-1.127923788,-1.195709311,-0.855169756
0.200214967,-0.609407679,1.415121616,0.652345361,-0.04755603,-0.083640526,-1.046205106,-1.08220338,-1.061490236,-0.933898825,-1.021191663,-1.020223028
1.176628747,-0.765492438,0.064959924,0.859431341,-1.486175816,-0.016801488,-0.966114878,-1.010518007,-1.109343848,-0.982898216,-0.98107537,-1.041349213
-0.68434228,-0.714665324,0.29200823,0.658303484,-0.280348794,0.069912516,-1.05254037,-0.909164367,-0.92113527,-0.927586505,-1.188643819,-0.935797407
-0.847685195,-0.561956398,1.181991969,0.972076111,0.329770619,-0.145213239,-0.921142338,-0.960035351,-1.057737009,-1.143862399,-1.126388986,-1.140966697
0.831967209,-0.845222729,-0.096230202,0.910914806,0.343007719,-0.008252729,-1.047847582,-1.063951958,-0.970552728,-1.11143285,-1.0562051,-0.87368484
1.180619491,-0.45874701,1.476073251,0.843400367,-0.399794562,-0.112028181,-0.97268478,-1.000343811,-0.918476736,-0.988737114,-1.095928865,-0.905176309
1.135923151,-0.833198704,0.66127702,0.937512404,1.253041002,0.075034557,-0.976830075,-1.041661922,-0.988615123,-1.171320996,-0.725932609,-0.995378
-1.75070224,-0.842719304,1.429668464,0.841622805,0.224358949,-0.081079504,-1.021411549,-1.022633844,-0.968441538,-0.913778305,-1.120501075,-1.04237783
1.201475471,-0.867032871,0.625721898,0.764595114,-0.084807031,-0.046740181,-1.074831105,-0.921823863,-1.069153069,-1.000336002,-0.959486365,-1.017453678
1.270428597,-0.680186332,-0.143118737,0.796986246,-1.127211311,-0.239393881,-0.928963649,-1.001974787,-0.985878396,-1.044285536,-0.845182409,-0.98469622
0.960295678,-0.727447962,1.732906312,0.660673566,0.605601284,-0.145934654,-0.961656729,-1.037234981,-0.987051279,-1.027478982,-0.887182832,-1.037393
-0.494695148,-0.606866325,-1.638894025,0.845210845,0.066380055,-0.068382614,-1.108853811,-0.973471504,-0.967737811,-0.924114729,-1.027001068,-1.090010653
-1.678398621,-0.634972959,-0.302097468,0.75185592,-0.067377028,-0.089015062,-0.887745337,-1.004537753,-1.031229861,-1.072690982,-0.923687875,-0.984221476
1.181452343,-0.545001383,-0.553747564,0.755081866,-0.921516482,0.014940742,-1.1630555,-1.0731165,-0.911126672,-1.074269063,-1.071278149,-0.88254676
-0.073550121,-0.763178664,1.344944306,0.880235402,0.451745989,0.067279353,-1.021802615,-1.029313089,-0.930674717,-0.847341127,-0.975265965,-1.118416275
-0.522283342,-0.794888715,-1.493256237,0.810087537,0.004976544,-0.09597671,-1.025322205,-1.192566232,-0.968363348,-1.017300367,-0.985942709,-0.992054779
-1.297181863,-0.837143497,-0.797623222,0.866377002,-1.683511867,-0.111956037,-0.998886172,-1.086397321,-1.074391943,-1.04767841,-0.991752114,-1.03612701
-0.535227236,-0.543863461,1.277945879,0.746194054,0.937776255,0.014435752,-0.921220549,-1.088804956,-1.174321551,-1.036631848,-1.090983021,-1.0764804
1.486102326,-0.663079596,-0.535779963,0.844782915,0.133570463,0.012956854,-0.811252912,-1.013158638,-1.057971586,-1.01461763,-1.013498127,-1.118258025
0.190567775,-0.995807539,-1.423065106,0.594805017,1.225492587,-0.005331,-0.98074073,-0.854487766,-1.118257758,-0.973429735,-1.122934744,-0.905730179
1.52469109,-0.507867246,0.546595339,0.783391188,-1.12551336,-0.157152646,-0.856460091,-1.08430035,-1.055704012,-0.984634106,-0.977699634,-1.138197347
-0.289466764,-0.762723497,-0.505787887,0.86940544,0.028436011,0.06911896,-1.093211188,-0.983024375,-0.889389245,-1.041444992,-1.092945657,-0.905651053
-0.06879593,-0.610735255,-0.197678054,0.749946684,-0.360984218,0.000981376,-0.913321026,-0.99521788,-1.022550528,-1.019351869,-0.974794931,-0.960167689
-0.630206959,-0.794926645,0.569642244,0.637334835,-1.703801358,-0.01882145,-1.111434844,-1.02643946,-0.986973086,-0.995680668,-1.069629536,-1.033199411
0.878225146,-0.852770935,-1.114544091,0.817230702,-1.195510588,-0.132335994,-1.019065155,-1.107056378,-1.102071978,-1.023139262,-1.024488893,-1.031933422
-0.766968048,-0.815826452,0.116582231,0.91660959,-1.47166352,-0.066759432,-0.949220846,-1.169810204,-0.926295953,-0.895078052,-1.121757164,-1.01270622
-1.700625332,-0.529829109,0.656094057,0.815058128,-0.616924581,-0.116212382,-1.074674681,-0.804626435,-1.00003118,-0.986448896,-0.963254629,-0.917519696
-1.503399258,-0.731961714,1.384438478,0.738491284,-0.328307292,-0.10593223,-0.939365993,-1.053311767,-1.00534825,-0.993313546,-0.933972091,-0.996090119
1.590902754,-0.674534662,-0.132787365,1.050552184,1.465527642,0.079074477,-0.919812715,-1.065815933,-1.041942188,-1.134393918,-1.166583784,-1.017849299
1.329977452,-0.536808356,-1.585996711,1.011379983,-1.160754539,0.061003047,-1.062004157,-1.08111606,-0.952255758,-0.926402944,-0.873208861,-0.846070461
-1.17648786,-0.686634549,1.447739726,0.713671251,-1.5571537,-0.108601463,-1.002483975,-1.056185393,-0.932394943,-1.017694886,-1.075988477,-1.022675881
-0.098153932,-0.661183061,1.141841287,0.840437762,0.761154533,-0.041257435,-0.90792432,-0.94729819,-0.950300954,-0.996943131,-1.036578734,-1.004398169
0.451562481,-0.637059149,-0.418403143,0.872631386,0.904198376,0.309494217,-0.954930402,-1.071563189,-1.056798702,-1.034659248,-0.878625738,-0.990076674
0.082713562,-0.811350633,0.707647256,0.848403874,0.712537645,-0.020336417,-1.063099138,-0.940075285,-0.977042679,-0.915908712,-0.99489233,-1.019748281
1.706981371,-0.828381506,0.503058456,0.857785451,-0.878721148,0.030667574,-0.85137624,-0.865516286,-0.971725612,-1.05951401,-0.922667303,-1.040241473
-0.849385601,-0.773419949,-1.482278723,0.890472842,-1.309793195,0.160341801,-1.164463337,-1.066204259,-0.995261456,-0.924509249,-1.09844104,-1.00479379
0.460862652,-0.816964374,-1.134792195,0.991629294,1.643050316,-0.189183442,-0.956729305,-0.941473266,-1.032246358,-1.088866302,-1.114613167,-0.96902961
1.403372451,-0.321703458,0.328185306,0.7217032,-0.347989682,-0.015142236,-0.899086238,-1.002984441,-0.951395644,-1.030556241,-1.033909548,-1.060180794
-0.070079907,-0.831036655,0.105076054,0.781284448,-0.904952781,0.078821982,-0.880940796,-1.072184514,-1.027711214,-1.04965101,-1.007688722,-0.850422298
-0.004076462,-0.755289083,-0.293010007,0.838034763,1.010753565,-0.094209247,-1.061534877,-0.991179266,-0.92574861,-0.929401298,-1.071670677,-0.983192859
1.151053278,-0.539122126,1.246640785,0.627360737,0.058132857,0.014543966,-1.001154352,-0.999800151,-1.15133305,-1.001756275,-0.948731119,-0.962383169
1.018942276,-0.478243381,-1.523199939,0.735462846,0.901045034,-0.090385749,-1.012417042,-1.076378455,-0.973054878,-1.102279987,-0.867870489,-1.151331979
-1.641930155,-0.771826859,1.081891689,0.697212342,-1.571468479,-0.146367504,-0.840035336,-1.006091067,-0.953272258,-1.10117533,-1.002036327,-0.970216476
0.099058265,-0.679769094,-1.024533312,0.836191364,-1.438525722,-0.052295072,-0.848795205,-1.04010861,-1.005113673,-1.085946856,-0.963804168,-0.982876364
1.087305468,-0.558125397,0.000414766,0.881255854,-0.276744976,-0.061384892,-0.927790451,-0.921901528,-0.915583626,-0.945182099,-0.895268896,-1.053929975
1.131828299,-0.707648148,0.074980321,0.926452017,-0.555936896,0.100139775,-0.870616666,-1.142005911,-0.995965186,-1.028189118,-1.064762194,-0.98801944
0.662620825,-0.829557358,-0.606199143,0.818975347,-0.893275027,-0.025891308,-1.084216681,-0.935570679,-1.142497333,-0.86730384,-1.043958248,-1.048866021
-1.690516604,-0.77565786,-0.241422255,0.635952287,-1.553019705,-0.040824585,-0.969321615,-1.042050251,-0.947720611,-1.09746684,-1.157163129,-0.995694498
-1.186586181,-0.653483133,0.753326429,0.886358115,-1.695991469,-0.227165908,-0.992238059,-1.014323623,-0.970396345,-1.010041195,-0.988533389,-0.986753454
-0.059808078,-0.664824407,0.801389767,0.819304526,-1.224375782,0.14706778,-0.945857681,-0.887650989,-1.231401844,-0.94044786,-1.02833566,-1.028451953
0.592349016,-0.883760301,-1.107426154,0.730130159,-0.228197392,0.04502372,-1.054573911,-0.944812889,-0.975635222,-1.031187473,-0.982331456,-1.020618649
-0.05442925,-0.977714602,-1.317785322,0.887049391,-1.557212609,0.057215623,-0.985120663,-0.948851501,-1.045773605,-1.000967237,-1.050081672,-0.910952381
0.391041971,-0.650865917,-0.077122351,0.800607206,1.529495407,0.023489501,-1.069981893,-0.909630361,-0.981890595,-1.017063655,-0.915209284,-0.949011165
-0.115956124,-0.67722774,-1.302858387,0.903080366,-0.022121391,-0.189760576,-0.95915391,-0.911882662,-1.066259959,-0.96506591,-1.083132474,-1.01879879
-1.43997765,-0.687582817,-0.554853265,0.778025584,-0.979558742,-0.078698836,-0.955399682,-1.050360472,-1.031933591,-1.054700866,-0.887418349,-0.882230262
0.199139201,-0.802892088,-0.69323836,0.856040807,1.705146871,0.154895124,-1.018986944,-0.969821219,-1.125842399,-1.027478982,-1.03665724,-0.937854641
1.609815411,-0.797619723,-1.188798663,0.968817247,-0.644819515,0.055195665,-1.164541548,-0.964073963,-0.929110873,-0.949127299,-0.953441446,-0.922108905
0.10044635,-0.471795165,-0.620331355,0.607379623,-1.672656057,0.104215768,-1.025478632,-1.008032707,-1.058909892,-0.937528411,-0.949280657,-1.0204604
-0.723382172,-0.807709286,1.155282434,0.948441117,-0.848331262,-0.011246597,-1.066931583,-1.068456563,-1.021299454,-0.934845674,-0.901863354,-1.041190964
1.549017285,-0.958294093,-0.195501208,0.73645038,-1.13708716,-0.021779248,-0.975422238,-1.149228813,-1.046790105,-1.099518345,-1.028963704,-0.892832919
-1.126829115,-0.892901597,-1.572780157,0.710083211,1.619313632,0.204456288,-0.923645157,-1.017818574,-0.937790204,-1.103147931,-0.952970413,-1.134162008
1.189156215,-0.777364741,0.971909228,0.610539732,0.502719217,-0.011102316,-0.986684928,-1.032885706,-1.027085674,-1.094626296,-0.890323052,-0.949565035
-0.561427342,-0.703627493,-0.591168555,0.924970715,1.064325701,-0.138468016,-0.980662516,-0.951569797,-0.969067078,-0.999546963,-0.934992661,-1.033674158
1.326784854,-0.578570037,-1.226496077,0.678218763,-0.799541115,-0.000569665,-0.947891223,-1.130744395,-1.038345348,-1.082317271,-1.177339034,-0.953204753
-1.030079583,-0.765416576,0.327321479,0.739215476,1.306093357,0.108003193,-1.024383648,-0.992266585,-0.946938691,-0.889791483,-0.958308785,-0.967209753
0.929306679,-0.767047594,-0.256660165,0.811371331,1.132936845,0.078605557,-1.100406795,-0.98310204,-1.08314947,-1.178816876,-1.173649275,-0.962224923
0.106241604,-0.747816739,-0.343699378,0.845243765,-1.701031271,0.020098857,-0.918639516,-0.971374533,-1.165173067,-1.010199005,-1.124661866,-1.037393
-0.444515872,-0.61213869,0.564528388,0.822267127,-1.296971917,-0.181608593,-1.028841794,-1.189148943,-1.025912791,-0.97548124,-1.037285281,-0.955578483
-1.69586073,-0.797619723,0.139145392,0.846823818,0.092992864,-0.065713381,-1.014919861,-0.903883105,-1.088622921,-1.115141338,-1.021034652,-1.034702772
-0.675285023,-0.668010582,0.240800562,0.855579956,0.226576684,-0.006809898,-0.976986499,-0.962520652,-1.046320952,-1.006095995,-0.892835227,-0.977258537
-1.737126421,-0.766478635,-1.648852224,0.671536449,-0.623716392,-0.02751449,-1.087345205,-0.965005952,-0.980717712,-1.008384212,-1.026216012,-1.084788451
-0.092983315,-0.825043606,0.393214208,0.722262801,-0.583034831,-0.125698982,-1.013355599,-0.969355227,-1.116772105,-1.11577257,-0.96082096,-0.909369894
1.318317536,-0.569163225,-0.746795637,0.684802327,1.630125088,-0.017739325,-0.980975369,-0.94745352,-1.036859698,-0.815779523,-1.013105599,-1.14674277
0.350822202,-0.767313111,0.36522621,0.857390438,0.241719648,-0.120324446,-0.924661927,-0.942560585,-0.947407844,-0.950468667,-1.148841549,-0.941494357
-0.630484575,-0.949418314,-0.169759164,0.945478513,-1.159853583,-0.005475281,-0.990986646,-1.063718959,-0.852795303,-1.013986398,-1.02590199,-1.06595687
0.95491685,-0.818633322,0.022494186,0.712091198,-1.709175276,-0.016873629,-0.883130763,-1.151481117,-1.089404844,-1.097230127,-1.084702585,-0.932948934
-0.405371873,-0.914901393,-1.303342131,0.948013187,1.677425193,-0.140812613,-1.025713271,-0.990557941,-0.988224162,-0.821697323,-1.03665724,-0.967288876
-0.948494878,-0.602504294,-0.210186269,0.704816358,1.450488633,-0.196938649,-0.939678845,-1.098979153,-1.049605022,-1.049335393,-1.007688722,-0.958426956
0.061059433,-0.580276915,-1.017449931,0.773022073,0.999075808,-0.053196842,-0.976282584,-0.968190242,-1.047493835,-1.097703552,-1.009886874,-1.052030993
-1.56732405,-0.589797519,1.575309705,0.796360808,0.146183827,-0.320985844,-0.96994732,-1.215632921,-0.963359048,-1.169506203,-1.054792,-0.927964104
1.597669667,-0.61991448,-0.758405472,0.728155092,-0.491102829,0.028575476,-1.107211336,-0.865904613,-1.115286455,-0.932794169,-1.114142134,-1.149670369
0.322852289,-0.690958646,1.544453802,0.747872864,0.987294095,0.030631504,-0.880784369,-1.057583377,-1.093079877,-0.900601333,-0.997718528,-0.978287154
1.356559282,-0.715006699,0.32676863,0.767096868,0.965116757,-0.292489978,-0.921611615,-0.999178826,-1.06672911,-0.919064873,-0.972596779,-1.041428339
0.709191081,-0.508056897,-1.150790275,0.713407908,-0.996053139,0.045312285,-0.981679287,-1.067835238,-1.025834601,-1.112064082,-1.080384782,-1.082256473
-0.303243506,-0.733441012,1.202309182,0.807289521,-1.493892838,0.116335527,-1.039791632,-1.013857628,-0.939197664,-1.057067986,-1.128979666,-0.871469359
1.709549329,-0.601100859,-1.230573339,1.125209792,-1.523274346,0.027529425,-0.970807663,-0.977898444,-0.987129472,-0.866120279,-1.175297889,-1.048707772
0.885824914,-0.789957725,1.648251259,0.866179493,0.201246004,-0.191455899,-1.05128896,-1.028070439,-0.946938691,-1.104647106,-1.036500229,-1.080120116
-0.463012107,-0.991066204,-1.600059815,0.707186441,-1.60631116,-0.001291081,-1.091881565,-1.037856306,-0.971334652,-1.008226405,-1.11539822,-1.007958761
1.052533936,-0.545304826,-1.09716389,0.720551077,0.628437015,0.007185538,-0.891968845,-1.028769429,-1.01262012,-1.035763904,-1.07245573,-0.921080291
1.706426136,-0.664141656,-0.15583427,0.938335348,1.023748098,-0.032600461,-0.91871773,-1.084533346,-1.096911294,-1.117035036,-0.861511545,-1.046413169
1.266715473,-0.653938301,-1.558260951,0.722822405,-0.307966514,-0.031121563,-1.157111303,-1.051214793,-1.022706914,-1.126503517,-0.917564448,-0.802710348
0.033714156,-0.634555721,-0.652707592,0.74082845,-0.323871825,-0.137566249,-1.013277385,-0.917086261,-1.024036181,-1.202566983,-0.938446902,-1.017295429
0.669908271,-0.71235155,0.680246662,0.754390591,-0.332708109,0.220652041,-1.085077025,-0.99218892,-0.926374146,-1.041050473,-0.893149249,-1.082414722
1.001972936,-0.829481499,-0.151342371,0.787472995,-1.569337376,-0.256022483,-1.071155091,-1.016653592,-1.103244858,-0.975402335,-1.037756315,-1.025207859
1.308982662,-0.822085014,0.457621153,0.792904436,-1.523080296,-0.083784811,-0.94108668,-1.041661922,-1.076894093,-0.917723505,-0.926121545,-1.03335766
-1.241589053,-0.775923373,1.301338315,0.88372469,-0.076941005,-0.171039872,-0.986919566,-1.049816812,-0.986582126,-0.91077995,-0.861511545,-1.071337321
1.685674266,-0.726499694,0.001036723,0.826875621,-1.294996749,-0.326432521,-1.097903976,-1.105813728,-0.938806704,-0.980688903,-1.089883943,-0.967921869
0.007861071,-0.764089003,1.464670734,0.652345361,-1.377732088,0.120086882,-1.020785844,-0.881360073,-0.928798103,-0.914093919,-1.025509462,-1.023467123
-1.544490047,-0.709923988,0.984797529,0.740565108,0.073795602,-0.100665905,-1.04980291,-0.975879139,-1.0018296,-0.949364011,-1.046548928,-1.019431786
-1.017066285,-0.488977763,0.723230696,0.829476129,-1.425915824,0.017646045,-0.988953108,-0.922678184,-1.167284254,-0.930427049,-1.052593847,-1.093333874
1.572024796,-0.779223344,-1.373267204,0.991892637,0.776158888,0.022154885,-1.076473581,-0.945822541,-0.944514734,-0.970194671,-0.872659322,-0.998938595
-0.846019494,-0.787188788,-0.604609702,0.770882416,0.222730303,-0.144058977,-1.081088155,-0.965782607,-0.961717011,-0.866988226,-1.073083774,-1.045305429
-0.690033427,-0.824360855,0.380222246,0.828159418,0.799306487,-0.185720653,-1.13114455,-1.059913343,-1.068762106,-1.000178195,-1.009337338,-0.9924504
-0.7531566,-0.817229887,0.119657454,0.678712531,0.530683459,-0.021995669,-0.871477009,-0.994285891,-1.176745508,-1.05217594,-0.851933878,-0.986674328
-1.255678117,-0.617942082,-1.340728566,0.804030657,0.341275114,0.07864163,-0.9465616,-1.055098077,-1.002767907,-1.233734068,-1.013419621,-1.049103393
1.587154924,-0.848257187,1.012992842,0.720386486,-0.177085555,0.003506325,-0.930215059,-1.006246397,-1.080256357,-1.022429125,-1.131727358,-0.964282154
0.428381461,-0.469974491,1.428148127,0.801561821,1.704072656,-0.124725071,-0.991612354,-1.055331072,-1.135772806,-0.84450058,-1.185425094,-0.951622266
-0.388367827,-0.963869905,-0.927093621,0.962793285,0.787247561,0.058297744,-0.796470633,-1.126239789,-0.984001782,-0.84268579,-0.927613147,-1.168422827
-0.091317611,-0.577318323,0.97854342,0.837014311,0.813860366,-0.3440711,-1.082730631,-1.104493413,-0.912143169,-0.990157387,-1.083132474,-0.89876724
1.205605025,-0.426543862,-1.667989794,0.763015058,1.663148531,0.338675425,-0.916684188,-1.172606165,-1.116850298,-0.880954234,-1.057461186,-0.894652778
-1.598229764,1.45993861,1.083550239,-0.894594499,-0.395463049,1.401535169,-1.008506386,-1.106901048,-0.976338949,-1.098571496,-1.108411234,-1.019273537
1.545130645,1.45728346,-1.25745564,-0.804202175,-1.66936411,1.381047001,-1.003031469,-1.010984002,-1.060551929,-0.935003481,-1.139185377,-1.091276643
1.561752964,1.464262707,0.694966276,-0.86427719,-0.542873055,1.400020197,-0.936159256,-0.906523736,-0.978059179,-0.98984177,-0.882001471,-0.99300427
0.076605986,1.478372922,1.527557342,-0.856706092,0.30201429,1.410949624,-1.055512468,-1.096027861,-0.982594325,-0.952441267,-1.040739523,-1.065798621
1.040735213,1.495821033,-1.380806686,-0.782673925,-1.403877095,1.390713952,-0.960796386,-0.942560585,-1.022394144,-0.948417165,-0.90665219,-0.913721732
1.704864543,1.461038599,-0.567223267,-0.838469622,-0.514354382,1.427217517,-1.093211188,-1.0780871,-0.843881396,-0.936818274,-0.986256731,-0.981056504
1.270706217,1.387415145,-0.978024863,-0.86789815,-0.099846037,1.44431504,-0.990517369,-0.89580588,-1.023801604,-1.007595174,-0.974951942,-1.091355766
0.957311299,1.415332129,1.439792514,-0.858845753,-1.258681355,1.419462314,-1.014215942,-0.922833517,-0.995417843,-0.901863799,-1.01396916,-1.061209411
1.486032922,1.44283187,0.701254934,-0.761540685,1.201478689,1.435658066,-1.09704363,-0.976966458,-1.072906293,-0.993629163,-1.059659342,-1.009066502
0.26125601,1.455576579,0.591168815,-0.857298613,-0.255849766,1.370370069,-0.838080008,-1.068456563,-1.100429941,-1.076241663,-0.989632464,-0.938012887
1.261614258,1.361167114,-0.580491652,-0.760487317,1.351106426,1.386637962,-1.060752747,-0.891844931,-1.040456538,-1.119165443,-1.005726086,-1.06358314
-1.20681752,1.45675243,-0.128848312,-0.860787902,-1.437389132,1.417622707,-0.968774125,-0.950715476,-1.101211861,-1.04136609,-1.044193764,-0.923691392
-1.123601818,1.432969894,-1.069970615,-0.842156419,-0.72878154,1.339421395,-1.04127768,-1.022633844,-0.978059179,-0.918196929,-0.989082928,-0.975834299
-1.204249563,1.45500762,0.307315245,-0.870992425,-1.484845175,1.330872632,-1.000997927,-1.175479795,-1.097458638,-0.881427658,-1.186053139,-1.212020311
-0.544978531,1.366287755,0.180781858,-0.815558821,1.318776026,1.412320311,-0.984182106,-0.986441664,-0.890718511,-0.955281814,-1.006903669,-1.117229408
-0.447361446,1.493507263,-0.611347555,-0.768387592,0.383030886,1.405034028,-0.996226925,-1.060922998,-1.033497435,-1.059987435,-1.157555654,-0.98746557
0.555772971,1.433007824,-0.312601605,-0.826487538,0.197191709,1.397819885,-1.046126892,-1.175945786,-1.080099973,-0.964908103,-1.055734067,-1.011123736
-1.682802321,1.444766335,1.026433992,-0.882151564,-0.808827875,1.329538016,-0.827130174,-0.95118147,-1.094330951,-0.92963801,-1.023939354,-0.916965826
-0.702803812,1.465135112,-0.743305775,-0.830602265,1.747422424,1.401138389,-1.045501188,-0.992111255,-1.002611523,-0.952599078,-1.004862524,-0.987940317
0.985801746,1.440176725,1.651084614,-0.857759464,0.792965156,1.442186867,-1.065680171,-0.952734782,-1.037563428,-0.993944777,-1.056676133,-0.986832577
-1.372520181,1.435283664,0.508414182,-0.842979363,0.3509777,1.417045576,-1.017657321,-1.007799711,-0.915661819,-1.030082816,-1.109274795,-1.057648819
0.002655752,1.420907936,-0.509934259,-0.853315557,1.117378055,1.41177925,-0.998573319,-0.928114779,-0.891656818,-1.018720637,-0.987355806,-0.966102013
-0.877043196,1.43380437,-0.161915613,-0.835704526,0.706265615,1.388802205,-1.028763583,-0.971529863,-1.082367547,-1.107961075,-1.002036327,-0.89378241
-1.251860882,1.449507671,1.159981654,-0.822142385,-1.644542815,1.361640955,-1.070372959,-1.010052013,-1.064305153,-1.115851475,-0.938289891,-1.00867088
1.476455135,1.380208315,0.563802774,-0.844822761,0.247021418,1.440960462,-1.021489763,-1.128958085,-0.966252158,-0.870144384,-0.946061933,-1.08550057
1.25710298,1.384342758,1.654678133,-0.861018327,1.089483122,1.426423961,-0.994975516,-0.939686956,-1.0018296,-1.168322641,-1.048040531,-1.083997206
1.138976939,1.395646102,1.056529728,-0.854434763,-0.662561389,1.387142953,-1.116127632,-0.920348217,-1.113097075,-0.881427658,-1.08509511,-0.999492465
0.326010181,1.37440492,-1.151654103,-0.863618835,0.416747374,1.431906712,-0.939522418,-1.067213913,-0.85302988,-1.026137616,-0.983116512,-1.042061332
-1.508590697,1.449886979,1.549774976,-0.83609954,-0.047937202,1.435225216,-1.054652122,-1.084067355,-0.986269356,-1.042628554,-0.829559821,-0.99300427
0.293702502,1.466045447,0.607512423,-0.790310858,-1.668411178,1.392914265,-1.048316862,-0.893631241,-0.93505348,-1.062827979,-1.173492264,-1.008037887
-1.56944782,1.366742922,0.010089632,-0.859273683,-0.185020886,1.386962598,-0.924036223,-1.030089744,-1.100273557,-0.893894494,-0.894405335,-1.06374139
-1.084700732,1.385746193,1.392558452,-0.822965332,-1.284843687,1.430103175,-1.046205106,-0.966559263,-1.026694714,-0.982345889,-1.010279402,-1.039133733
1.227085642,1.505227842,0.653226152,-0.859964958,0.520253179,1.428263568,-1.009444943,-1.089270951,-0.994948689,-1.100386289,-1.050552706,-1.049894638
-1.382826713,1.481255651,0.029370252,-0.890710197,-0.190565219,1.408280391,-1.058093501,-0.938444306,-0.918242159,-1.074505772,-1.046391917,-0.98525009
0.860075933,1.398642627,0.432812038,-0.782147238,0.418965109,1.398433086,-1.075613238,-0.962054657,-1.156180967,-1.048546354,-0.917721459,-1.065007376
-1.026192943,1.341481088,0.127501005,-0.840708034,-1.405367133,1.42537791,-0.983712829,-0.988227971,-1.057424242,-1.025190767,-1.081091332,-0.944184584
0.080839647,1.42166655,-1.14871709,-0.816151343,-0.725836111,1.437966593,-0.997165485,-1.081737385,-0.967346848,-1.055016484,-0.9930082,-0.884603991
-1.078384944,1.421249312,-0.41332384,-0.829878072,-0.714574179,1.375816746,-0.959388549,-1.004770751,-0.943967387,-1.061013189,-1.174826859,-1.099426444
0.267502392,1.422842402,-0.365156841,-0.933832537,-0.250478689,1.421121566,-0.997165485,-0.970675542,-1.062037579,-1.015091055,-1.083603507,-1.039212859
0.003488604,1.492521066,0.466881377,-0.833762374,0.884377378,1.366762996,-0.966271303,-0.998324505,-1.002298753,-0.912279126,-1.063663119,-0.983825855
-0.693885364,1.456411055,1.55710023,-0.892816938,-0.070010585,1.438327299,-1.03095355,-0.878175783,-1.085417043,-0.976743703,-0.928005675,-1.015159072
0.866252914,1.449697325,0.290453341,-0.827540909,-0.333505107,1.385195132,-0.990204517,-0.824974828,-1.118805102,-1.145677191,-1.086194188,-1.094125116
-1.416772335,1.429480273,-0.628382224,-0.862894642,1.750333199,1.46700352,-1.062317009,-1.052690442,-1.093079877,-0.851680847,-1.010985952,-0.913246984
-0.077124439,1.378084196,-0.205556157,-0.821385276,1.452151933,1.341297072,-0.984964238,-1.032730375,-1.08924846,-0.981004521,-0.930988883,-1.04237783
-1.57991745,1.422425164,0.206454797,-0.810884493,0.237700007,1.487635968,-0.984494958,-0.972461849,-1.115442838,-0.871091233,-1.000701736,-1.132104777
0.496952864,1.417114869,0.837566843,-0.883896208,0.602621205,1.419281959,-0.940069912,-0.887573324,-0.9368519,-1.008463118,-0.949045141,-0.990630544
-0.360016189,1.370384269,0.057185481,-0.874679222,0.400045064,1.359620994,-1.05433927,-1.094396882,-0.954914291,-0.998757924,-1.17788857,-0.954391617
1.409202411,1.425421688,-1.250475917,-0.832840676,-0.501775672,1.386493678,-1.013433813,-0.958792701,-1.01324566,-1.055489908,-1.096399898,-0.967921869
