dim1,dim2,dim3
-9.2201,20.155,1.1893
2.4778,15.596,-4.5811
5.989,8.3356,3.1514
-8.753,1.5536,-4.6543
11.599,7.1545,5.9605
-8.2808,8.2227,-5.6476
0.97911,15.649,-4.8145
12.401,11.459,-1.2603
-8.7385,8.843,-4.6896
5.4846,20.346,-10.1
5.5962,9.5045,-1.9942
10.883,14.214,7.4059
10.464,19.376,8.0856
3.538,20.551,-4.1101
7.7457,4.2798,-8.7926
1.3496,6.6679,13.976
-9.1572,14.451,1.4364
-8.4104,20.8,3.3344
9.5031,4.2326,9.3686
-5.1817,3.623,-9.1074
-8.7032,2.2782,2.7287
-2.7515,0.090284,7.7207
0.89304,19.437,-4.8137
5.2422,6.8851,-2.5516
6.3527,12.503,0.66359
4.5285,6.9696,-3.3681
-8.9191,13.127,2.19
1.7513,7.8859,-4.753
4.9539,12.097,5.0566
6.2638,13.568,2.1015
-3.3745,17.497,7.5547
-5.871,4.2987,6.2909
-5.4275,7.4348,6.5966
11.043,13.346,7.1198
2.8443,1.1037,-4.4498
6.3389,7.1794,0.459
-4.7943,2.2078,6.9664
-6.367,10.52,-8.1365
-7.8233,2.9886,4.2914
6.1864,14.704,-0.48319
1.6488,7.5101,-4.7683
-7.31,15.782,-7.1082
4.9721,4.9948,5.0328
1.6083,9.1125,-4.7737
-3.6306,3.9049,-10.01
11.079,7.7652,-4.9738
4.5715,3.9025,-10.452
-9.1146,12.895,1.5894
1.1418,12.752,-4.8118
-6.3027,4.1901,-8.1972
-7.3787,18.887,-7.0212
0.67525,10.103,-4.8048
7.8148,15.509,11.034
6.3136,7.3268,0.21509
6.1677,18.805,-9.7753
-7.7962,13.619,-6.4456
-1.0182,14.64,-10.854
0.1015,5.4958,-4.7327
-8.9903,0.1832,-4.0107
2.7688,13.143,-10.898
-3.3465,12.513,7.5633
12.604,17.218,1.2112
12.417,7.4876,3.1752
2.3389,8.9618,-10.959
-7.6529,5.6715,4.5253
12.606,5.0405,0.99901
10.245,9.2143,-6.2793
4.0212,2.3152,-3.792
-8.2271,8.971,3.6634
-8.592,16.93,2.9727
11.406,16.811,6.3966
-8.2856,11.609,3.5618
12.219,16.362,4.1068
5.3887,20.895,-2.3376
-0.78926,15.243,7.9141
3.1547,5.9111,-10.829
2.655,12.639,7.0055
-8.8576,3.2315,2.3538
-8.7142,5.4857,2.7036
4.9257,4.6545,5.093
-9.4766,8.3312,-0.88111
-2.2705,5.3625,-10.542
5.6423,18.047,3.9641
7.5622,20.965,11.237
-3.9147,6.0437,-9.87
2.1847,9.8187,-4.6641
12.595,0.91833,0.47674
6.3269,4.5578,1.6484
-9.4746,17.793,-1.2215
9.7865,2.4252,9.0229
12.418,6.7563,3.172
1.9986,2.4716,13.85
1.3465,16.875,-11.035
-8.3458,1.7481,3.4542
11.857,13.512,5.2981
6.3604,17.483,0.90053
-8.6625,2.6763,2.8202
7.6894,11.668,-8.834
3.9221,20.457,6.1397
4.8028,18.798,-3.0908
11.809,4.042,5.4298
-0.41963,12.895,-10.949
10.788,19.072,7.5689
-4.9716,8.5302,-9.2512
10.318,6.939,8.3025
-3.8141,12.063,-9.9206
11.147,15.785,6.9245
9.1605,4.5412,-7.5588
5.4686,15.71,4.2858
-6.2187,9.3891,6.0205
-6.015,17.594,6.1824
11.408,8.7501,-4.3335
4.317,19.882,5.7776
-6.1634,19.026,-8.325
-0.23683,2.1583,7.8805
-2.5889,1.5254,-10.436
4.0275,4.1631,6.0482
12.367,5.4942,3.4436
-9.2917,10.688,0.86518
-6.5584,9.5479,5.727
-7.0289,14.71,-7.4452
6.3181,16.819,0.25291
0.30484,6.0576,14.112
11.237,6.8695,6.7465
-8.9249,7.8595,-4.2026
6.0167,16.526,3.0709
5.4738,4.0802,-2.2032
4.6818,5.7629,-3.2178
11.75,5.3039,5.5867
-2.0169,7.2434,7.8505
5.9152,19.382,3.3515
-2.3242,12.765,-10.525
5.8382,17.22,-1.5095
11.304,14.199,6.6111
-9.4645,19.323,-1.4869
3.5737,18.638,-4.0891
4.8202,3.7109,-3.0718
-9.1212,7.5115,1.5665
3.8414,19.107,13.313
5.1244,10.578,-2.7098
-1.7627,20.095,-10.688
-9.3089,10.088,-2.779
-5.61,18.602,6.4758
0.16066,17.143,-4.7435
-0.55207,1.2063,7.9045
-6.6515,1.2777,5.641
5.2695,4.9417,4.611
-1.0888,1.9657,-10.841
12.496,15.664,2.6602
1.6285,4.3797,-4.771
-6.8885,20.135,-7.6029
-8.6523,7.5893,-4.8917
-0.10695,9.1578,7.8668
3.4723,8.2249,6.4927
-0.73499,3.794,7.9125
-3.9721,18.586,-9.8405
11.736,6.7847,5.6224
2.4943,9.2944,7.0897
2.885,3.802,-10.879
-5.8805,14.596,6.2839
7.8799,10.516,10.98
-3.1857,17.995,7.6105
10.969,3.9378,7.2534
-7.318,7.8579,-7.0982
0.32819,10.323,7.8051
2.3855,12.568,-4.6092
12.185,8.0465,-2.2228
-7.3073,2.5379,4.955
-3.5099,5.1196,-10.066
-0.43656,12.295,7.8971
2.4463,3.2273,-10.945
2.1924,19.228,7.2349
3.6365,3.4281,6.3704
6.3544,18.48,0.69972
-8.6052,18.151,2.9447
-7.3358,2.0889,4.9217
-0.63068,12.488,-10.92
-8.8363,13.747,2.4085
-8.9588,3.3059,-4.1049
-4.8001,3.1174,-9.3632
1.6852,19.711,7.4429
6.2987,16.566,1.8795
4.3574,9.1196,5.7373
0.50142,17.499,-4.7905
3.3808,8.1555,-4.1983
4.3061,11.755,-3.5667
-0.91633,19.557,-10.873
3.0688,8.2833,-4.3535
-3.4297,17.129,7.5374
-1.7232,0.93837,7.883
3.3058,14.412,-10.798
5.8472,15.196,3.5203
11.193,6.0292,6.8341
11.237,19.167,6.7473
12.588,3.6789,0.31742
-0.74282,12.174,7.9128
6.8932,4.7533,-9.367
10.544,3.5607,7.964
-5.9736,5.4149,6.2141
4.1145,2.2801,13.209
11.928,13.27,-3.0634
-4.8174,19.742,6.9542
4.2192,10.308,-3.6387
2.5574,8.4808,7.0572
11.915,16.31,5.1302
-4.9546,7.4054,-9.2625
-3.6435,9.6651,-10.003
-9.4129,8.1977,0.10642
12.566,19.953,2.0022
10.233,0.15132,-6.2959
6.4829,8.7801,12.003
4.5666,6.8186,-3.3318
12.37,18.328,-1.4249
4.9401,12.013,12.854
3.1007,8.7229,13.562
10.21,17.833,8.458
8.9465,12.156,-7.7723
11.582,7.1324,-3.9512
11.86,18.572,-3.2552
-1.4833,11.371,7.9015
-9.3993,15.832,0.2165
6.0942,10.894,12.242
1.1929,7.8559,-11.039
-4.0279,6.2176,-9.8114
2.1877,7.2914,13.808
-6.3299,16.788,-8.1716
4.3623,2.5124,5.7324
1.6534,0.99104,-4.7676
12.011,15.478,-2.8129
4.807,5.0117,-3.0863
10.419,10.921,-6.0364
-7.1834,1.3553,-7.2636
-8.9764,20.742,-4.0527
-8.8222,5.141,-4.4805
-7.5815,4.8469,4.6188
-7.9938,8.4791,-6.1401
12.597,4.3925,1.4621
-2.9382,9.7695,-10.307
4.8625,18.747,5.173
12.602,2.4683,0.69935
11.85,0.76618,5.3164
-4.6647,19.706,-9.4482
6.2903,6.4852,0.045761
-1.4222,7.5366,-10.771
11.03,15.237,7.144
6.6371,2.7967,11.903
8.5231,8.7623,-8.1643
9.5383,2.3449,-7.1537
12.537,12.33,2.3116
6.1616,16.568,2.5792
-4.6749,2.1116,7.0282
-3.4569,14.556,7.5287
7.7751,9.3017,11.066
7.4696,12.09,-8.9908
4.8194,2.6504,-3.0727
8.5535,10.427,-8.1374
6.9361,2.5458,-9.3406
-5.1786,0.60729,6.7509
-5.379,20.215,6.6277
-0.065051,17.983,7.862
1.1385,10.611,-4.8119
2.59,14.696,13.708
6.361,4.925,1.008
6.1843,13.054,2.4866
-1.2492,13.153,-10.809
11.356,15.709,6.5027
11.221,6.5796,-4.7085
11.052,0.65194,7.1019
11.248,19.449,6.7263
-3.5182,12.319,7.5088
3.4627,18.976,-10.764
11.711,9.9194,5.6854
-4.8457,20.134,-9.3338
1.9807,10.503,7.327
2.2501,15.882,-4.6472
2.7274,20.1,-10.905
3.9165,17.721,6.1445
12.354,9.7013,-1.5034
11.666,11.826,5.7985
4.7618,4.7109,5.2955
2.489,8.7654,-4.5775
-3.4276,5.7627,-10.103
-1.1841,14.939,7.9144
-1.5705,10.956,7.8957
12.594,4.502,0.45307
6.2953,4.1523,1.9033
2.2965,12.956,-10.964
2.6205,11.531,-10.921
12.343,3.4111,-1.5579
12.468,19.375,-0.85911
6.342,2.2494,0.49712
5.0146,15.489,-2.8476
-6.3117,11.201,5.9432
9.2457,20.836,9.6631
-0.60819,7.8662,7.9074
1.325,4.2276,-4.8022
9.0732,19.829,9.8512
8.2575,10.037,10.652
4.3122,12.499,-3.5616
11.483,15.634,6.228
6.3133,2.4262,1.7684
-9.1749,6.0747,-3.3802
-6.7592,20.071,5.5382
3.0857,14.995,-4.3457
3.0093,4.5978,-4.3802
-8.657,8.1117,2.8325
5.6376,6.7722,-10.032
4.4418,14.934,5.6511
-8.4249,14.634,-5.3733
0.42929,12.997,-4.7827
0.13908,8.3327,-4.7397
12.606,8.8777,1.0388
12.431,7.963,3.097
-7.3823,16.731,-7.0165
4.8116,9.9185,-3.0812
4.8129,14.426,-3.0797
1.1093,20.53,14.014
1.6702,19.806,7.4484
12.578,20.759,0.16229
2.613,19.036,-10.922
6.2301,3.2249,2.2789
-9.377,16.605,0.3773
-9.4728,8.1707,-0.70443
-3.3207,6.6463,-10.15
-7.371,18.709,-7.031
9.6823,18.627,-6.9889
-6.2033,14.324,-8.2889
3.6557,5.5306,-10.718
1.5031,19.171,-4.7862
4.9719,7.9479,-2.899
2.9517,9.7789,-10.867
-8.0568,16.213,3.9425
4.1216,19.134,-10.593
4.7729,1.0756,12.931
12.602,0.28409,1.3168
6.3247,9.3248,1.6687
0.029195,20.458,-4.7185
6.1562,7.9388,-0.60256
-1.7726,19.041,7.8783
-3.7585,12.382,7.4255
6.3209,4.4659,0.27696
5.9046,1.1455,3.3787
-1.208,9.5225,-10.817
-8.1041,1.7213,3.8672
8.4248,0.14739,10.499
4.9142,13.827,-2.9664
10.535,14.79,-5.8671
12.537,18.55,-0.31865
-3.2464,5.8223,7.5931
-3.5128,11.791,7.5106
1.5114,16.417,7.5045
12.603,0.78263,1.2677
-1.6249,10.45,7.8915
-7.9185,5.2078,4.1534
6.361,6.5473,0.98338
3.8114,18.126,-10.679
-2.9453,7.3419,7.6747
-8.5668,1.6026,3.0253
-3.3978,4.3963,7.5474
6.5011,8.5422,11.991
2.8062,8.5499,-4.4649
4.4843,13.106,-3.4093
6.9907,0.62226,-9.3067
10.974,4.5546,-5.1603
12.595,10.004,0.47095
1.883,1.5653,7.3669
5.6648,4.3591,3.9192
2.4085,8.4742,-10.95
-9.4551,7.9243,-0.34736
5.7859,7.4319,-1.6242
6.3592,14.137,0.83612
5.706,20.271,-1.7878
6.2326,18.909,-0.27691
-2.2059,8.7625,7.8238
10.509,18.361,-5.9047
-2.4279,10.601,7.7865
6.4993,20.419,-9.5972
12.574,17.38,1.901
4.0861,4.4924,-3.7433
4.5974,19.777,-3.302
-7.3234,17.763,4.9363
-7.9517,6.4509,-6.2072
-9.2482,15.252,1.0688
0.2622,1.4251,-4.7602
-9.3181,0.85118,0.72981
10.98,9.0116,7.2349
6.7438,18.351,11.832
2.9963,12.734,6.8094
9.365,19.59,-7.3442
9.1175,8.3867,-7.6026
6.2161,19.699,12.169
2.043,3.197,7.3006
5.6263,20.671,3.9956
-7.7434,16.321,-6.5232
0.034283,9.6105,14.135
-9.4506,7.9633,-0.28517
12.331,4.8558,3.6217
-9.3812,3.1426,0.34853
5.7848,15.593,3.6647
10.165,13.318,-6.388
4.8201,7.4243,5.2252
6.1228,1.0677,-0.7242
5.1153,15.636,4.8379
-5.1293,14.01,6.78
5.8349,7.1218,3.5495
-1.7068,2.5369,-10.702
1.2404,15.669,-11.038
2.5512,17.475,-4.5572
4.2952,6.0397,5.799
-0.59105,9.9113,7.9065
-7.0485,1.9316,5.2438
6.3091,3.0484,0.17953
5.3096,10.357,-2.4557
-1.3252,6.1898,-10.792
0.41636,10.826,-4.7812
9.3137,14.661,9.587
5.3162,10.311,-2.4461
6.084,14.13,-0.85442
4.4895,2.4899,-3.4045
0.84893,15.641,14.051
9.6358,17.97,9.2097
1.5177,0.63956,13.946
8.9376,12.475,-7.7809
1.7492,6.262,13.902
1.0718,18.028,7.6398
4.5119,12.478,-3.3837
0.73799,15.045,-11.038
12.111,15.201,-2.4881
5.3486,11.521,-2.3983
6.3576,7.7013,1.1965
2.355,0.53007,-4.6182
1.4386,1.1918,-4.7927
-5.0333,15.765,-9.2098
3.1896,5.4494,6.6872
8.5735,11.386,10.358
-2.0517,11.95,-10.608
3.9535,18.344,6.1128
5.948,7.8196,-1.2448
8.2369,8.6174,10.67
4.2668,13.151,5.8267
4.7912,10.346,-3.1033
5.7138,4.7734,-9.9972
-9.4742,19.601,-1.2382
2.3788,4.8406,7.1472
8.2532,19.95,-8.395
-2.6271,16.827,-10.423
8.7532,14.267,10.182
1.1746,3.1035,7.6107
-1.5894,13.745,7.8942
5.3827,20.712,4.4311
-2.4058,6.492,7.7905
-3.6621,13.104,-9.9946
6.2371,2.9966,-0.25505
3.0981,12.919,6.7461
-6.0672,9.7175,-8.4107
3.4359,19.916,-4.1682
-9.1272,1.03,1.5453
7.6729,17.455,11.149
1.9144,10.439,7.3542
3.2613,11.901,-4.2608
6.2788,13.436,-0.026933
8.5793,11.907,10.352
-7.5548,0.77904,-6.7886
10.087,4.8716,8.6284
10.319,19.238,8.301
6.1102,6.331,-0.76759
-9.4111,16.286,0.12104
3.3594,16.137,-4.2098
3.653,13.398,-4.041
3.2769,4.5474,6.6292
12.299,1.0182,-1.7589
-0.037079,13.253,7.8586
8.7943,18.186,-7.9176
5.8548,18.351,-1.4716
4.6726,15.335,-3.2272
-6.584,3.9452,5.7036
6.3513,5.3441,1.3391
-9.3355,14.741,-2.6327
-8.849,2.102,2.3762
7.9079,1.0199,10.956
0.58548,15.405,-4.7982
3.0733,14.148,6.7617
0.20341,16.971,-4.7508
-6.0265,15.814,6.1735
-3.4029,14.375,-10.114
-7.7589,3.9887,-6.5005
-3.4792,9.8837,7.5215
9.1876,17.103,9.7273
-5.4597,4.1624,6.5758
-1.1317,1.7398,7.9155
5.9015,8.6854,3.3866
11.676,18.174,5.774
4.8892,1.9045,12.877
6.2268,14.837,2.2952
8.9903,18.007,-7.7295
-3.4687,6.9086,-10.084
1.4049,11.85,7.54
-6.2213,17.502,-8.2725
2.1182,7.9651,7.268
6.3574,16.365,1.203
8.7114,19.701,10.223
-7.9085,12.005,4.1682
6.8578,13.087,11.755
10.647,10.469,7.8005
6.0345,11.092,3.0175
-4.2844,3.5088,7.2135
5.4587,9.7096,-2.2277
4.4281,19.145,-10.499
4.3423,17.955,-10.526
4.466,8.0483,-3.4261
-9.411,6.3354,0.12257
1.9986,2.8385,-10.995
-9.3841,2.5445,0.32823
3.7128,11.567,6.3111
2.2871,16.604,7.1911
0.38369,11.594,7.7954
5.4662,10.022,-2.2154
-9.3127,15.447,-2.7589
4.4781,7.5559,13.06
-6.8485,6.5274,-7.6467
-8.0597,0.13356,3.938
12.38,9.3205,-1.3734
3.9532,4.7663,13.271
-0.85382,18.671,7.9155
0.34345,9.4291,-4.7719
-9.476,7.2903,-0.83776
5.0575,9.1716,-2.7948
2.4167,18.447,13.752
11.611,1.9172,5.9336
1.6272,18.705,-11.023
-9.1883,9.2093,1.3179
7.9212,0.9561,10.945
10.568,1.8499,-5.8177
8.1786,9.9784,-8.4563
10.453,14.139,-5.9874
-8.0563,13.519,3.9433
6.3529,16.731,1.3096
12.239,17.837,4.0278
12.605,19.749,1.1792
-2.0727,13.242,7.8431
2.5043,17.078,-4.5726
8.7133,9.984,-7.9929
-7.5815,12.246,4.6188
10.175,16.827,-6.374
5.5968,16.462,4.0524
-9.3198,0.87186,0.72037
-7.3661,3.2306,-7.0373
-8.7367,2.8839,2.6513
6.1396,8.8987,-0.66404
-4.1805,19.421,-9.7297
-5.2007,7.5385,-9.094
10.33,20.331,-6.162
-5.7504,16.23,-8.678
3.116,1.1782,-4.3317
10.266,17.046,-6.2515
9.3871,1.6604,9.5035
6.2559,7.0815,-0.15804
11.418,12.572,-4.3132
6.2383,5.5314,2.2383
-5.0389,8.7233,-9.206
0.9856,6.8439,-4.8145
-4.766,9.679,-9.3848
-0.43368,8.4344,-10.947
-8.9261,3.2273,2.1706
11.543,18.952,-4.0398
10.916,4.7916,7.3487
4.0925,12.422,-3.7384
12.548,11.829,-0.20882
-9.3144,0.53317,0.74944
2.6473,9.3461,-10.917
-9.4219,7.9362,0.027137
4.9047,16.286,-2.9773
6.5596,6.7686,-9.5633
5.749,18.56,3.7435
-3.7704,10.074,-9.9422
-4.7003,0.87767,7.0152
-0.036701,7.3755,7.8586
4.29,10.115,-3.5803
6.3357,13.361,0.42212
3.467,6.8999,13.445
3.9895,1.4176,13.258
1.3661,4.9783,7.5525
-8.632,12.126,2.8872
-9.4088,12.187,0.14037
9.0703,10.794,9.8542
2.7698,13.293,-4.479
-4.4844,0.30766,-9.557
-6.7883,6.2248,-7.7116
-6.8331,1.5373,5.4656
6.3502,6.3534,1.3598
6.3541,4.2439,1.2849
3.7743,12.178,-10.688
7.2167,14.802,11.5
-7.0285,7.4816,-7.4456
-2.1438,5.7243,7.8331
5.5852,12.085,4.0745
4.0292,9.8702,-10.62
-8.2321,4.6565,3.6548
11.297,20.652,6.6257
-7.9171,18.357,-6.2616
1.6416,14.104,13.923
-5.5716,8.4852,-8.8197
-6.2526,15.697,5.9926
2.9577,2.4665,6.8328
-4.9613,14.898,6.876
4.0895,4.7459,5.9928
12.465,2.7813,-0.87972
-9.2369,1.3581,-3.1241
1.576,4.0287,7.4822
5.6306,14.506,3.9872
9.8652,2.8585,8.9225
12.525,16.193,2.4281
12.433,18.635,-1.0789
11.862,19.171,-3.249
5.0366,3.4052,-10.284
-8.1612,11.874,3.7742
2.759,0.73449,-4.4831
11.314,19.797,6.5918
-8.8957,10.561,2.2534
-6.3899,13.967,5.8764
-6.5067,20.414,-8.0011
5.1758,6.8669,-10.229
-1.1791,2.9472,-10.823
7.2148,9.8877,-9.1631
4.2201,0.19428,5.8716
-3.428,10.307,7.5379
2.1403,19.018,7.2583
3.7893,1.8943,6.25
-5.0394,19.306,6.832
-1.7695,11.12,7.8786
-5.7227,8.4263,-8.7004
0.12058,12.452,14.128
6.1202,3.923,-9.7997
-4.8932,6.2036,6.9135
6.2479,3.5819,-0.20041
0.061959,11.572,7.8458
-9.3704,1.3057,-2.4177
-8.173,3.0027,3.7546
-3.2772,13.259,-10.169
-8.8092,3.0294,-4.5139
1.7744,6.8152,-4.7493
6.3564,8.6519,0.74762
6.2181,6.5615,-0.34549
6.2363,7.7091,-0.25912
-9.4193,17.11,0.050766
3.958,20.716,6.1089
-0.8774,7.5302,7.9159
3.3801,9.8778,-4.1987
-4.4337,14.291,-9.5868
-0.82596,15.69,7.915
6.2312,11.713,2.2736
4.4022,4.2093,-3.4836
8.607,16.54,10.325
2.9505,1.3355,-10.867
11.756,14.084,-3.5298
6.0814,6.7721,12.25
-9.4746,17.344,-1.2191
5.6972,12.355,-1.8051
10.165,2.5567,8.5213
-5.0422,20.823,-9.2037
0.15891,16.164,-4.7432
12.42,1.3951,-1.1549
4.0849,18.896,-3.7442
-9.2963,19.524,0.84264
5.5407,13.822,4.1572
3.2775,14.705,-4.2526
11.788,9.0029,5.4859
11.677,14.004,5.7717
6.3422,0.061639,0.49987
12.437,4.2345,3.059
-8.0785,0.5307,-6.0013
-8.776,4.9747,2.5578
3.2335,2.8644,6.6583
11.126,6.4377,-4.8884
0.35399,3.9052,-4.7733
0.080655,2.3385,-4.7288
5.8699,1.6023,-9.9237
-8.4232,9.2522,-5.3765
0.65773,9.4221,7.7413
5.6387,17.552,-1.9165
3.2098,7.2691,6.6739
7.0493,12.034,-9.2699
5.4603,4.4049,-2.2251
2.31,11.703,7.1803
2.847,0.18822,13.637
-7.0847,16.065,5.205
0.22443,5.0342,7.8221
3.9176,14.523,6.1435
6.2895,12.76,0.040574
0.33457,13.98,-4.7707
1.3754,1.5764,-4.7983
11.913,11.034,5.1386
-1.5227,14.712,7.899
2.1423,5.8796,13.818
8.8234,1.7283,10.111
4.2364,16.034,-3.6247
8.2909,7.6201,10.622
-3.336,5.4595,7.5665
6.3316,1.6042,1.601
9.1346,17.329,9.7851
-2.967,14.444,7.6692
2.0925,15.907,-10.986
-5.9116,3.5033,-8.5447
9.6541,15.817,-7.0216
5.5727,20.344,12.536
12.599,11.948,0.58626
-4.6173,3.0492,-9.4773
-0.4005,1.0773,7.8945
6.3112,7.9112,1.7852
4.2462,5.2658,5.8466
-4.2069,3.0515,7.2474
12.451,6.0756,-0.96831
2.6145,16.383,-4.5357
12.298,12.632,-1.7645
11.697,15.598,5.7226
2.2593,2.4754,-10.968
-1.0758,6.2679,7.9163
5.3999,12.508,-2.3204
-7.9813,7.0616,-6.1601
-0.098938,11.637,-10.986
5.1161,17.531,-2.7205
12.409,9.0421,-1.2199
-2.2188,20.205,7.8218
-4.202,2.161,-9.7179
3.0198,15.404,6.795
6.1632,10.741,2.5729
7.9164,19.228,10.949
-1.3812,12.195,-10.78
7.5893,15.516,-8.9063
9.943,2.7963,8.8213
5.7544,16.632,-1.6901
5.3683,12.422,12.643
8.6042,2.9454,-8.0921
-9.3216,5.5659,-2.711
10.515,11.296,8.0074
8.4557,14.831,-8.2232
6.0451,5.8979,2.9849
10.128,19.897,8.5716
1.2555,1.1108,7.5868
-5.9822,11.656,6.2075
9.635,11.841,-7.0437
6.1007,8.8216,12.238
1.9659,20.418,-10.998
-2.1565,20.016,7.8312
-5.7402,2.3077,6.3854
9.5031,7.4435,-7.1931
12.45,13.279,2.9801
0.68747,1.5088,7.7348
-5.8384,6.6725,6.3148
6.737,6.6908,-9.4608
-6.6544,14.069,5.6383
2.9962,4.6058,-4.386
6.2501,4.8771,2.1766
11.712,4.2486,-3.6414
7.8948,7.2323,-8.6804
-1.0127,19.291,-10.855
5.2108,6.5322,4.6997
12.604,18.739,0.75585
6.3189,12.206,1.721
-8.6542,20.065,-4.8872
6.3348,2.1029,1.567
1.4,7.0843,-11.033
4.9911,7.614,5.0077
-8.7119,7.2153,2.7089
6.3609,5.4567,0.95308
2.0041,19.941,-10.995
5.8945,5.0443,12.358
-6.8194,15.643,5.4793
9.7902,11.854,9.0182
5.4302,7.836,4.3517
-9.4667,3.092,-1.4424
1.5963,5.9945,7.475
6.1582,1.3447,2.5924
5.4913,2.3924,4.2461
1.7196,15.122,-4.758
12.602,4.5397,1.3054
1.8757,2.0986,-4.7316
8.6128,10.262,-8.0844
6.031,2.0713,3.0281
2.0185,17.215,13.846
6.128,7.9025,2.7064
-8.5631,8.6218,3.033
0.9541,13.79,-4.8144
0.85356,3.5397,7.6963
-3.8198,9.3363,7.4029
-9.4291,6.2165,-0.042086
5.4859,20.862,-2.1833
5.9188,15.299,-1.3189
12.483,16.788,-0.75722
8.7574,18.085,10.178
2.0617,12.333,-4.6934
12.471,9.9374,2.8427
12.264,9.6378,3.9201
-7.9339,15.62,4.1306
-4.7478,19.946,-9.3964
-9.0968,5.2387,1.6505
4.658,16.95,-10.422
11.846,6.482,-3.2919
1.4005,17.138,-4.7962
7.2006,9.8739,11.512
-6.3171,10.112,5.9386
-7.3282,17.064,4.9306
6.3335,14.978,0.39894
-1.2894,20.558,-10.8
7.1177,10.228,-9.2262
2.1795,5.1212,-10.977
4.3247,17.601,5.77
-6.0132,8.7369,-8.4578
5.7825,14.299,-1.6313
-9.4413,17.878,-1.8206
4.955,8.9929,-2.9189
3.381,5.3316,-10.782
1.2323,9.6005,-11.038
-6.6509,16.107,5.6415
12.073,18.301,-2.615
-2.1163,1.0908,-10.589
4.3891,4.5273,-3.4951
10.398,5.8898,-6.0657
3.9047,3.364,-3.8756
-4.2572,7.0486,-9.6874
12.581,1.5976,1.7973
11.784,1.9879,5.4962
-1.3607,3.1551,-10.785
6.4869,18.926,12.001
-8.9901,8.9614,-4.0114
-7.4759,6.7601,-6.8946
6.3188,6.5586,1.7223
-2.5159,2.7226,7.77
5.2242,20.799,-2.5765
0.24816,17.956,7.8183
6.3525,13.244,1.3178
2.62,15.612,-10.921
-9.454,7.667,-1.659
4.9153,3.8669,-10.33
4.8183,7.4925,12.91
-8.7434,10.886,-4.6778
5.4986,9.5445,4.233
-8.0661,4.3795,-6.022
0.87589,5.7738,-11.04
6.3602,16.505,1.087
10.576,9.1737,7.9135
12.01,8.5721,4.8416
5.4148,3.3954,-2.2973
-3.2491,19.615,7.5923
0.81945,3.5833,14.055
12.399,0.18028,3.2758
-9.4033,14.287,0.18471
-9.193,12.267,-3.3087
5.1407,20.406,-10.243
9.285,9.6398,9.6193
11.301,8.8311,6.618
12.575,5.5283,1.8748
7.6933,20.1,11.133
2.1578,0.13189,-4.6708
8.114,11.54,-8.5086
-7.3914,5.2877,4.8555
7.3755,18.491,11.381
0.1927,13.219,-4.749
3.185,19.775,6.6902
12.584,1.8746,0.26122
0.57732,14.171,-4.7975
3.3944,16.242,-4.191
0.42992,6.077,7.787
10.245,15.16,-6.2794
0.43661,6.139,-11.027
0.59255,15.074,7.7551
3.1587,4.1547,13.545
-7.6973,12.217,-6.5899
-7.2229,16.45,-7.2158
-5.8802,20.971,6.2841
8.8484,12.214,-7.8666
-1.185,11.506,7.9144
3.3117,2.1768,-4.2349
12.308,9.5437,-1.718
2.6166,9.4442,7.026
7.1983,11.839,-9.1739
-2.0697,14.864,7.8435
3.1375,13.1,6.721
0.62414,20.432,-4.8013
12.129,0.60245,4.4445
-9.4297,6.3049,-1.9453
-8.1386,5.4093,-5.8997
-7.7321,18.053,-6.5397
2.2024,4.7849,7.2303
-6.6123,8.247,5.6775
5.126,5.2486,-2.7077
1.8277,11.949,-4.7403
-9.2801,12.005,0.92194
-9.0537,2.6424,1.7921
4.558,19.413,-3.34
6.0404,9.0178,-9.84
3.5358,17.914,-4.1114
-4.2115,8.7226,7.2454
-0.29509,5.8642,-10.965
-5.0463,19.19,6.8281
-1.6608,5.4954,-10.714
4.1232,6.1118,-10.593
6.7736,9.6783,11.812
4.8103,12.461,5.2372
2.4179,17.728,-4.5996
12.193,4.6774,4.208
-2.7282,9.1746,7.7259
6.2692,8.4541,2.0702
-2.9901,18.988,-10.287
0.83217,15.286,-11.039
5.929,17.657,-9.8951
6.2607,14.658,-0.13224
9.5801,7.682,-7.1065
11.143,0.58915,6.9311
-9.4503,8.3527,-1.7103
1.4994,4.008,7.5086
-4.6898,20.083,7.0206
1.7849,2.3549,-4.7476
-7.624,8.2453,-6.6933
2.7187,6.4941,6.9707
5.0292,11.201,12.811
12.588,7.585,1.6762
2.718,11.735,13.673
3.1109,1.8824,-4.3341
5.0467,6.7408,-2.8082
-4.2665,15.692,7.2214
11.759,13.915,-3.5225
-3.2469,16.455,7.593
-5.0553,7.4453,-9.1948
2.5139,14.738,-4.5695
0.48608,8.7099,-4.7889
-6.2732,1.9036,-8.2246
7.0444,20.243,-9.2729
8.308,0.68056,10.606
-6.6852,4.9905,5.6092
0.58995,13.344,-11.033
6.261,15.101,-0.13063
4.0593,13.342,-10.611
5.9347,6.4433,3.3005
3.8503,3.5675,-10.668
1.2501,15.268,-4.8069
3.3985,3.6401,-4.1887
10.92,2.8023,-5.2536
-3.5878,3.6142,7.4855
6.358,7.5423,0.7922
7.7059,13.531,11.123
6.3446,20.222,1.4452
3.951,20.608,-3.8429
5.9801,14.797,3.1767
-4.2823,6.3015,-9.6733
